Route,Airline,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,TotalDelays
Louis Armstrong New Orleans International Airport - Nashville International Airport,Southwest Airlines Co.,366,80,154,0,1601,2201
Louis Armstrong New Orleans International Airport - Orlando International Airport,Atlantic Southeast Airlines,63,8,73,0,0,144
Louis Armstrong New Orleans International Airport - Orlando International Airport,Southwest Airlines Co.,948,323,330,0,5702,7303
Louis Armstrong New Orleans International Airport - Philadelphia International Airport,US Airways Inc.,513,79,5181,0,990,6763
Louis Armstrong New Orleans International Airport - Phoenix Sky Harbor International Airport,Southwest Airlines Co.,562,162,217,0,1266,2207
Louis Armstrong New Orleans International Airport - Ronald Reagan Washington National Airport,US Airways Inc.,341,0,27,10,197,575
Louis Armstrong New Orleans International Airport - Salt Lake City International Airport,Skywest Airlines Inc.,1240,95,100,0,16,1451
Louis Armstrong New Orleans International Airport - Tampa International Airport,Southwest Airlines Co.,1235,392,214,11,3989,5841
Louis Armstrong New Orleans International Airport - Washington Dulles International Airport,United Air Lines Inc.,655,0,255,0,4680,5590
Louis Armstrong New Orleans International Airport - William P. Hobby Airport,Southwest Airlines Co.,2506,1777,2970,51,17621,24925
Louisville International Airport (Standiford Field) - Baltimore-Washington International Airport,Southwest Airlines Co.,1417,350,2031,19,7122,10939
Louisville International Airport (Standiford Field) - Birmingham-Shuttlesworth International Airport,Southwest Airlines Co.,711,277,218,0,2490,3696
Louisville International Airport (Standiford Field) - Charlotte Douglas International Airport,US Airways Inc.,18,0,4,0,0,22
Louisville International Airport (Standiford Field) - Chicago Midway International Airport,Southwest Airlines Co.,1684,659,3363,6,5123,10835
Louisville International Airport (Standiford Field) - Chicago O'Hare International Airport,American Eagle Airlines Inc.,2821,155,9870,0,9777,22623
Louisville International Airport (Standiford Field) - Chicago O'Hare International Airport,Skywest Airlines Inc.,2175,1113,14446,0,5545,23279
Louisville International Airport (Standiford Field) - Cincinnati/Northern Kentucky International Airport,Atlantic Southeast Airlines,231,243,112,0,43,629
Louisville International Airport (Standiford Field) - Cincinnati/Northern Kentucky International Airport,Skywest Airlines Inc.,84,0,0,0,0,84
Louisville International Airport (Standiford Field) - Dallas/Fort Worth International Airport,American Airlines Inc.,3236,1442,1254,0,3558,9490
Louisville International Airport (Standiford Field) - Dallas/Fort Worth International Airport,American Eagle Airlines Inc.,1810,453,1189,0,2077,5529
Louisville International Airport (Standiford Field) - Denver International Airport,Frontier Airlines Inc.,1581,306,998,0,555,3440
Louisville International Airport (Standiford Field) - General Mitchell International Airport,Skywest Airlines Inc.,110,47,170,0,659,986
Louisville International Airport (Standiford Field) - Hartsfield-Jackson Atlanta International Airport,Atlantic Southeast Airlines,4238,1539,2275,0,1073,9125
Louisville International Airport (Standiford Field) - Hartsfield-Jackson Atlanta International Airport,Delta Air Lines Inc.,2311,9,1751,0,914,4985
Louisville International Airport (Standiford Field) - LaGuardia Airport (Marine Air Terminal),American Eagle Airlines Inc.,1752,173,2113,0,1873,5911
Louisville International Airport (Standiford Field) - McCarran International Airport,Southwest Airlines Co.,232,237,326,0,885,1680
Louisville International Airport (Standiford Field) - Miami International Airport,American Eagle Airlines Inc.,430,152,356,0,1551,2489
Louisville International Airport (Standiford Field) - Orlando International Airport,Atlantic Southeast Airlines,45,27,0,0,0,72
Louisville International Airport (Standiford Field) - Orlando International Airport,Southwest Airlines Co.,483,344,251,0,1505,2583
Louisville International Airport (Standiford Field) - Phoenix Sky Harbor International Airport,Southwest Airlines Co.,70,352,114,0,454,990
Louisville International Airport (Standiford Field) - Raleigh-Durham International Airport,American Eagle Airlines Inc.,841,19,376,0,2517,3753
Louisville International Airport (Standiford Field) - Salt Lake City International Airport,Skywest Airlines Inc.,28,0,32,0,0,60
Louisville International Airport (Standiford Field) - St. Louis International Airport at Lambert Field,Southwest Airlines Co.,629,243,296,75,2251,3494
Louisville International Airport (Standiford Field) - Tampa International Airport,Southwest Airlines Co.,279,24,224,0,1311,1838
Lubbock Preston Smith International Airport - Albuquerque International Sunport,Southwest Airlines Co.,288,92,145,0,2464,2989
Lubbock Preston Smith International Airport - Austin-Bergstrom International Airport,Southwest Airlines Co.,516,505,47,0,1046,2114
Lubbock Preston Smith International Airport - Dallas Love Field,Southwest Airlines Co.,1879,1562,829,0,9461,13731
Lubbock Preston Smith International Airport - Dallas/Fort Worth International Airport,American Eagle Airlines Inc.,5306,3298,2145,4,12786,23539
Lubbock Preston Smith International Airport - El Paso International Airport,Southwest Airlines Co.,196,0,41,0,472,709
Lubbock Preston Smith International Airport - McCarran International Airport,Southwest Airlines Co.,223,0,245,0,1408,1876
Luis Muñoz Marín International Airport - Baltimore-Washington International Airport,American Airlines Inc.,1073,0,286,0,1866,3225
Luis Muñoz Marín International Airport - Bradley International Airport,American Airlines Inc.,530,7,385,0,1241,2163
Luis Muñoz Marín International Airport - Charlotte Douglas International Airport,US Airways Inc.,986,34,196,17,1318,2551
Luis Muñoz Marín International Airport - Chicago O'Hare International Airport,American Airlines Inc.,1567,0,315,0,1085,2967
Luis Muñoz Marín International Airport - Chicago O'Hare International Airport,United Air Lines Inc.,623,0,394,0,2016,3033
Luis Muñoz Marín International Airport - Cyril E. King Airport,American Airlines Inc.,313,0,85,0,346,744
Luis Muñoz Marín International Airport - Dallas/Fort Worth International Airport,American Airlines Inc.,1230,0,494,36,2437,4197
Luis Muñoz Marín International Airport - Fort Lauderdale-Hollywood International Airport,American Airlines Inc.,2097,51,515,0,3464,6127
Luis Muñoz Marín International Airport - Gen. Edward Lawrence Logan International Airport,American Airlines Inc.,2425,367,805,23,1955,5575
Luis Muñoz Marín International Airport - Gen. Edward Lawrence Logan International Airport,JetBlue Airways,131,0,39,0,527,697
Luis Muñoz Marín International Airport - Gen. Edward Lawrence Logan International Airport,US Airways Inc.,152,0,246,13,609,1020
Luis Muñoz Marín International Airport - Hartsfield-Jackson Atlanta International Airport,Delta Air Lines Inc.,2814,0,585,0,1615,5014
Luis Muñoz Marín International Airport - John F. Kennedy International Airport (New York International Airport),American Airlines Inc.,8959,6,2784,30,8410,20189
Luis Muñoz Marín International Airport - John F. Kennedy International Airport (New York International Airport),Delta Air Lines Inc.,342,0,138,0,646,1126
Luis Muñoz Marín International Airport - John F. Kennedy International Airport (New York International Airport),JetBlue Airways,534,0,291,0,2325,3150
Luis Muñoz Marín International Airport - Los Angeles International Airport,American Airlines Inc.,74,0,93,0,417,584
Luis Muñoz Marín International Airport - Miami International Airport,American Airlines Inc.,9201,91,2153,0,10727,22172
Luis Muñoz Marín International Airport - Newark Liberty International Airport,American Airlines Inc.,1142,0,209,41,1404,2796
Luis Muñoz Marín International Airport - Orlando International Airport,American Airlines Inc.,8651,0,1525,0,4934,15110
Luis Muñoz Marín International Airport - Orlando International Airport,Delta Air Lines Inc.,0,7,33,0,0,40
Luis Muñoz Marín International Airport - Orlando International Airport,JetBlue Airways,915,0,312,0,1656,2883
Luis Muñoz Marín International Airport - Philadelphia International Airport,American Airlines Inc.,1260,0,156,0,566,1982
Luis Muñoz Marín International Airport - Philadelphia International Airport,US Airways Inc.,2534,7,723,39,7573,10876
Luis Muñoz Marín International Airport - Tampa International Airport,American Airlines Inc.,604,0,233,0,2368,3205
Luis Muñoz Marín International Airport - Washington Dulles International Airport,American Airlines Inc.,2235,0,25,0,531,2791
Luis Muñoz Marín International Airport - Washington Dulles International Airport,United Air Lines Inc.,1356,0,409,0,2398,4163
MBS International Airport - Chicago O'Hare International Airport,Skywest Airlines Inc.,84,0,3392,0,1454,4930
Magic Valley Regional Airport (Joslin Field) - Salt Lake City International Airport,Skywest Airlines Inc.,920,3197,0,0,3426,7543
Manchester-Boston Regional Airport - Baltimore-Washington International Airport,Southwest Airlines Co.,4043,2308,2522,102,10709,19684
Manchester-Boston Regional Airport - Charlotte Douglas International Airport,US Airways Inc.,720,395,232,0,274,1621
Manchester-Boston Regional Airport - Chicago Midway International Airport,Southwest Airlines Co.,1242,1435,1676,14,5946,10313
Manchester-Boston Regional Airport - Chicago O'Hare International Airport,United Air Lines Inc.,2176,7,5377,0,3212,10772
Manchester-Boston Regional Airport - Cincinnati/Northern Kentucky International Airport,Atlantic Southeast Airlines,0,107,0,0,0,107
Manchester-Boston Regional Airport - Fort Lauderdale-Hollywood International Airport,Southwest Airlines Co.,66,0,0,0,0,66
Manchester-Boston Regional Airport - Hartsfield-Jackson Atlanta International Airport,Atlantic Southeast Airlines,2747,172,862,0,188,3969
Manchester-Boston Regional Airport - McCarran International Airport,Southwest Airlines Co.,485,261,285,0,147,1178
Manchester-Boston Regional Airport - Orlando International Airport,Southwest Airlines Co.,1230,573,1148,36,3741,6728
Manchester-Boston Regional Airport - Philadelphia International Airport,Southwest Airlines Co.,1451,1654,5511,46,9776,18438
Manchester-Boston Regional Airport - Philadelphia International Airport,US Airways Inc.,224,0,464,0,97,785
Manchester-Boston Regional Airport - Phoenix Sky Harbor International Airport,Southwest Airlines Co.,507,84,304,0,341,1236
Manchester-Boston Regional Airport - Ronald Reagan Washington National Airport,US Airways Inc.,184,0,225,0,0,409
Manchester-Boston Regional Airport - Tampa International Airport,Southwest Airlines Co.,874,372,607,12,1434,3299
McAllen-Miller International Airport (McAllen Miller International) - Dallas/Fort Worth International Airport,American Airlines Inc.,552,208,1340,0,4453,6553
McAllen-Miller International Airport (McAllen Miller International) - Hartsfield-Jackson Atlanta International Airport,Atlantic Southeast Airlines,79,0,28,0,0,107
McCarran International Airport - Albany International Airport,Southwest Airlines Co.,676,61,238,8,2876,3859
McCarran International Airport - Albuquerque International Sunport,Southwest Airlines Co.,1893,419,784,51,8241,11388
McCarran International Airport - Austin-Bergstrom International Airport,Southwest Airlines Co.,943,34,135,56,3683,4851
McCarran International Airport - Baltimore-Washington International Airport,Southwest Airlines Co.,1458,169,605,32,3821,6085
McCarran International Airport - Baltimore-Washington International Airport,US Airways Inc.,714,0,94,0,1372,2180
McCarran International Airport - Bill and Hillary Clinton National Airport (Adams Field),Southwest Airlines Co.,69,1,54,18,548,690
McCarran International Airport - Birmingham-Shuttlesworth International Airport,Southwest Airlines Co.,487,29,28,0,638,1182
McCarran International Airport - Bob Hope Airport (Hollywood Burbank Airport),JetBlue Airways,0,0,9,0,63,72
McCarran International Airport - Bob Hope Airport (Hollywood Burbank Airport),Southwest Airlines Co.,5029,191,2329,99,16979,24627
McCarran International Airport - Boise Airport (Boise Air Terminal),Southwest Airlines Co.,711,24,297,0,2142,3174
McCarran International Airport - Bradley International Airport,Southwest Airlines Co.,626,35,154,0,2191,3006
McCarran International Airport - Buffalo Niagara International Airport,Southwest Airlines Co.,479,34,119,5,1484,2121
McCarran International Airport - Charlotte Douglas International Airport,US Airways Inc.,4804,10,745,48,2416,8023
McCarran International Airport - Chicago Midway International Airport,Southwest Airlines Co.,3318,710,1838,39,8591,14496
McCarran International Airport - Chicago O'Hare International Airport,American Airlines Inc.,4200,51,9143,0,9195,22589
McCarran International Airport - Chicago O'Hare International Airport,US Airways Inc.,2223,0,11274,0,2009,15506
McCarran International Airport - Chicago O'Hare International Airport,United Air Lines Inc.,2689,64,4205,0,7422,14380
McCarran International Airport - Cincinnati/Northern Kentucky International Airport,Delta Air Lines Inc.,557,2,276,0,1848,2683
McCarran International Airport - Cleveland Hopkins International Airport,Southwest Airlines Co.,722,0,190,8,800,1720
McCarran International Airport - Dallas/Fort Worth International Airport,American Airlines Inc.,7610,444,3414,77,16896,28441
McCarran International Airport - Dallas/Fort Worth International Airport,US Airways Inc.,1941,0,917,0,2157,5015
McCarran International Airport - Denver International Airport,Frontier Airlines Inc.,3467,129,3848,0,5301,12745
McCarran International Airport - Denver International Airport,Southwest Airlines Co.,2322,341,539,32,6383,9617
McCarran International Airport - Denver International Airport,United Air Lines Inc.,3494,155,1074,0,13735,18458
